Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Reds,3.0,433.38879811433,67696.054275089,Other,144.462932704777,Yes,468.605011732886,Yes,Female,After_16:00,0.47216868493706005,0.6881916930433362,512.8052176442,5.1051125535741395,0.0591074582189322,7.0729999999999995,4927.0,75.24006096646191,428.818847280375,5543.68781188961,56256.2910498051,Yes,219590.65702117898,20.7079416475992,133.120545999169,22.940367134288,21024.0018583696,50.0,30-45,2.0,736.8082912890179,7.0,Foot_or_bicycle,Services_or_Retail,608.021655126784,1.0,No
Greys,2.0,296.504444023395,53940.2727133034,Military,98.83481467446491,No,545.761864288086,No,Female,By_16:00,0.7385963266715408,0.881777183618397,150.574797764421,4.31873694760725,91.7137029580772,3.655,8345.0,96.50638289749621,512.249238016109,6482.11711891307,58536.71988514611,Maybe,297856.01251120697,22.6329237619913,147.846029574576,31.2499964609742,9877.155406410291,30.0,45_and_up,1.0,695.5750474033059,5.0,Public_or_other,Services_or_Retail,359.949093519999,1.0,No
Greens,7.0,700.128239225125,65835.604833079,Education,233.376079741708,Yes,282.100911567043,Yes,Female,After_16:00,0.42289605666883295,0.7580558201298121,499.276724411175,0.34196572145447096,26.6300631454214,6.888999999999999,3111.0,61.65757288690661,517.6410709610141,3856.29125759246,61040.8834068486,Yes,79580.9243069568,22.7517267687755,262.301599130854,6.39178911224008,54707.77067535,100.0,Below_30,2.0,816.562755746133,16.0,,Student_or_Unemployed,644.951401449032,1.0,No
Yellows,8.0,984.977673441975,76137.6985521943,Education,328.32589114732497,No,231.896723971824,Yes,Female,After_16:00,0.925856107845902,0.30877278721891305,985.2716389577839,7.33805974712595,1.3890664326027,5.12,8880.0,48.3194386353716,522.191617072499,3363.3504738632396,59850.2303296886,Maybe,53776.0905888642,22.8515123585398,292.358836125404,97.36927219200881,108136.21668883199,100.0,Below_30,0.0,800.393794205206,13.0,Car,Industry_or_other,614.463332885548,2.0,No
Pinks,7.0,417.54109158818494,93407.61911102779,Social,139.180363862728,Yes,671.1264184016239,No,Male,After_16:00,0.255491025978699,0.26699974713847,147.498858859763,6.036937574390321,90.43127752374859,4.9239999999999995,5076.0,9.0847622603178,628.187074862678,,72296.6167428784,Yes,450410.66947659204,25.063660444210402,217.11465510508498,49.357680440880394,19520.3540488242,70.0,30-45,3.0,863.622349239107,6.0,Public_or_other,Industry_or_other,462.28268004506896,0.0,No
Khakis,7.0,294.225950584673,11989.7144179749,Financial,98.0753168615578,No,122.250070676799,Yes,Female,After_16:00,0.800530917709693,0.682912695454434,657.006414607167,6.7259700596332594,88.7801213655621,11.777000000000001,4223.0,61.94218352902679,121.680615935475,1465.86193863894,14051.1124519982,Yes,14945.0797804823,11.0308937052024,669.305556458564,38.2996724219993,9726.84309435652,60.0,30-45,2.0,170.398691315142,10.0,Public_or_other,Services_or_Retail,97.3222598110701,0.0,Yes
Khakis,7.0,109.915722056361,1130.11074549374,Environment,36.638574018787,No,30.844834324454197,Yes,Female,By_16:00,0.00500832311809063,0.502699268050492,638.442035065964,7.50800646608695,10.2862143423408,6.371,9629.0,51.92962298169729,83.8320802431554,476.11250373085295,8715.42414587971,No,951.4038045030301,9.15598603336393,763.495159127494,78.8345522014424,1389.02368014892,90.0,30-45,2.0,110.804997888493,15.0,Car,Student_or_Unemployed,64.5432844744158,0.0,Yes
Purples,1.0,509.30194892039395,68193.86508644371,Healthcare,169.767316306798,No,401.69018731029405,Yes,Female,After_16:00,0.554926513461396,0.5308021744713189,196.06865616515302,6.627247806172821,54.38586871605371,4.781000000000001,5219.0,30.361482873558998,469.034090681531,4954.97005446601,54558.6739105238,No,161355.006581379,21.6571948941115,117.401270999675,,29000.7090023192,80.0,45_and_up,5.0,,12.0,Public_or_other,Public_Sector,443.791890075056,1.0,Yes
Khakis,6.0,,52827.2291360675,Social,268.444247204511,No,196.790319353806,Yes,Female,After_16:00,0.5871682430151851,0.9009072370827199,77.00076256878671,2.2251891810447,34.4163625268266,,8776.0,44.583633216098,287.775012780912,2543.4532190998802,32698.0569439225,No,38726.4297913728,16.9639327038547,433.001904381146,86.28108608536421,72340.7581044009,70.0,30-45,1.0,416.29872805635,9.0,Motorcycle_or_truck,Public_Sector,275.244369236297,2.0,Yes
Reds,10.0,168.58378008872802,32876.0682832128,Foreign_Affairs,56.194593362909295,No,585.039704280738,No,Male,After_16:00,0.643369615776464,0.653552534291521,789.880455704406,6.3578565255738795,63.0504724336788,6.857,5143.0,76.52971900533879,507.012988999246,6864.423020805871,65457.4323317971,Maybe,342271.455584894,22.516948927402396,172.59867505263,99.4262425461784,3224.02691658564,40.0,30-45,1.0,839.831274420545,8.0,Motorcycle_or_truck,Services_or_Retail,650.0312277862989,0.0,No
Browns,10.0,296.236531814669,33169.9059463201,Financial,98.7455106048895,No,335.91305309102,Yes,Female,After_16:00,0.554725920548663,0.591949881287292,851.446773624048,2.0906168408691896,67.0698451576754,6.558,3442.0,34.3845793744549,359.82863747485,4078.7878058599,43222.056293959504,No,112837.57923693,18.9691496244521,247.238610737678,33.5839168401435,9859.421375225229,60.0,45_and_up,1.0,547.11628324134,5.0,Car,Student_or_Unemployed,379.35840840974504,1.0,No
Purples,1.0,596.91788586665,82196.7836812675,Healthcare,198.972628622217,No,413.10598472985,Yes,Female,After_16:00,,0.8360712635330859,708.612364716828,3.41498971218243,61.236011679284296,6.814,3186.0,8.53678099811077,513.365195570557,5157.79023843961,61202.9979369472,No,170656.554619619,22.6575637607082,112.40626642059401,67.2077417606488,39799.0795694568,80.0,30-45,2.0,788.360590810295,13.0,Car,Hightech,570.042632647617,0.0,Yes
Khakis,7.0,176.825647139492,48401.1306339962,,58.9418823798305,No,821.167032333509,No,Female,By_16:00,0.579893078887835,0.777121530845761,918.6226183082911,1.6379753733053797,69.68469333369279,11.607999999999999,4392.0,45.7905101589859,555.688526248559,9323.04737583221,75503.9219631647,Yes,674315.294991422,23.5730466051497,406.56915923416,36.0850663855672,3543.08738085761,100.0,30-45,1.0,953.736383674669,14.0,Public_or_other,Industry_or_other,743.00001363523,0.0,Yes
Purples,3.0,554.01417171744,76731.94402827231,Environment,184.67139057248002,No,415.505313467364,Yes,Male,By_16:00,0.0828811381943524,0.46818773238919703,257.69035355188,8.47847425146028,74.42924058996141,4.145,5855.0,69.8677144944668,558.3240292526809,5271.701193179,63244.373129597996,Yes,172644.66551961302,,102.67162166217,83.683100505732,34298.1938865459,90.0,Below_30,3.0,794.365211161939,15.0,Car,Student_or_Unemployed,500.64610697558,0.0,No
Yellows,2.0,1006.6971803530802,88049.9593737945,Healthcare,335.565726784358,Yes,262.392587638657,Yes,Male,After_16:00,0.873779126675799,0.757619020296261,413.55584887787694,6.7469569854438305,82.2992923436686,8.936,5064.0,3.2294997479766603,508.24375829771895,3640.41339298201,51837.9985034114,Yes,68849.8700477104,22.544262203445896,315.842144681766,90.1045166654512,112949.922719099,80.0,45_and_up,0.0,629.698290139133,10.0,Motorcycle_or_truck,Public_Sector,292.079297814641,1.0,Yes
Turquoises,9.0,321.229101776456,87889.7981409083,Environment,107.076367258819,No,820.8141571376469,No,Female,By_16:00,,0.33815189637243703,291.085903067142,2.98350365599617,5.524910287931559,7.834,8166.0,13.460164354182801,847.5278130024409,9903.19719738135,102342.148605097,Yes,673735.880557586,29.1123309441625,616.246299369569,9.984936425462369,11582.424792604199,,30-45,0.0,1292.3799885803598,15.0,Motorcycle_or_truck,Student_or_Unemployed,895.0470823287891,0.0,No
Browns,10.0,807.787310447527,128743.855698255,Environment,269.262436815842,Yes,478.135224581315,Yes,Male,After_16:00,0.503001351840794,0.7140969170723109,344.744828296825,4.13945243461058,11.8474022485316,5.728,4272.0,60.6870935996994,425.459560116247,5632.271366045649,52573.1918105266,No,228613.292985425,20.6266710866356,91.038462518872,92.1935468912125,72781.5223168213,90.0,45_and_up,4.0,656.990782722415,9.0,Car,Services_or_Retail,452.527312319322,0.0,No
Purples,10.0,299.016997430006,43311.083596667595,Social,99.67233247666859,Yes,434.534664941306,Yes,Male,By_16:00,0.872268407605588,0.0441805047448725,559.1782846022401,9.56948930863291,68.06496146600689,2.66,7340.0,76.3956405688077,421.602911135726,5188.55247168451,52446.257328149695,Maybe,,20.5329713177544,102.40041815795901,95.253074914217,10044.2461938162,70.0,Below_30,2.0,669.2207633269239,10.0,Public_or_other,Student_or_Unemployed,492.64935362128,0.0,No
Khakis,5.0,240.63204402421903,78088.9059247337,Social,80.2106813414063,Yes,973.54747047165,No,Female,After_16:00,0.262977007078007,0.664043468888849,455.486923921853,5.14014753978699,49.9835530295968,9.857000000000001,6143.0,75.8055925136432,601.279018679634,10938.0327420758,81465.6212539771,No,947794.677261748,24.5209913885967,536.530987937553,47.341539617627895,6523.96408259404,70.0,Below_30,1.0,1004.00570650206,11.0,Public_or_other,Student_or_Unemployed,730.99968528645,1.0,Yes
Khakis,3.0,248.61037409412003,79342.4676112966,Social,82.8701246980399,Yes,957.4314977852721,No,Female,By_16:00,0.0844731805846095,0.8902281122282151,363.84332831948996,6.01578834932297,88.80719593726101,11.435,4565.0,28.9936061017215,860.148609732278,11294.6121973173,106585.94407386801,Yes,916675.0729513491,29.328290262684604,726.567489099504,19.493772671558002,6960.32769216672,70.0,45_and_up,1.0,1337.21863403619,12.0,Foot_or_bicycle,Services_or_Retail,934.683470997217,0.0,Yes
Purples,6.0,462.54276025440004,58740.4042948607,Financial,154.1809200848,Yes,380.98361498007205,Yes,Male,By_16:00,0.21091364067979199,0.652119611622766,877.772895153612,4.6517837652936604,,2.944,7056.0,48.726596054621,429.54564802901,4668.92744585874,53705.467910485306,No,145148.514883284,20.7254830590028,150.503715446156,24.4162070564926,23935.9370382803,60.0,30-45,3.0,704.365414582883,12.0,Car,Services_or_Retail,559.351939717532,0.0,Yes
Turquoises,6.0,685.679507506986,164374.416240891,Social,228.559835835662,No,719.1745463060221,No,Male,By_16:00,0.168714041355997,0.779998076613992,516.2534948904071,2.19643975608051,35.247828555293395,10.459000000000001,5541.0,65.43025383725761,951.420026366572,9094.58551579336,105794.34678457401,No,517212.02805447206,30.845097282494898,564.6666930189959,63.5789765976369,52478.1583930605,70.0,45_and_up,0.0,1307.6471607093401,12.0,Public_or_other,Industry_or_other,758.903364697645,1.0,Yes
Khakis,5.0,214.91565616627102,8944.81958135807,Education,71.63855205542359,Yes,124.860418374144,Yes,Male,By_16:00,0.900812467327341,0.22021853504702402,156.818144023418,0.8526547718793149,22.9589086258784,9.865,6135.0,29.6324423281476,163.305718102492,1575.21561994642,18263.001048693,Yes,15590.1240765662,12.7791125710079,623.091028264007,24.9530418077484,5213.720692653061,100.0,Below_30,2.0,226.328937871684,12.0,Foot_or_bicycle,Industry_or_other,133.73549948405199,0.0,No
Pinks,9.0,345.842140078441,80854.8212042088,Financial,115.28071335948,No,701.3733594107699,No,Female,After_16:00,0.874646421289071,0.012024977710098,925.651811994612,3.0456553492695098,28.300434537231897,6.909,3091.0,16.1869815317914,653.5260722472,8320.785738602099,75572.4103222677,No,491924.589291149,25.5641560049848,253.288244204223,26.4069769764319,13414.9235860302,60.0,45_and_up,1.0,905.4190060180921,7.0,Car,Student_or_Unemployed,494.21641010907007,0.0,Yes
Blues,1.0,1100.74509764267,115722.175429415,Social,366.915032547556,No,315.39229839108896,Yes,Female,By_16:00,0.265487211290747,0.272020297823474,570.882050320506,9.20672739390284,73.2681988505647,9.084,4916.0,70.7141552818939,39.375530090183,3232.67404409125,27181.1343543231,No,99472.3018844136,6.274992437460231,586.020944396835,99.3391280528158,135003.556141922,70.0,30-45,1.0,472.834225930274,9.0,Car,Student_or_Unemployed,811.71403802,1.0,Yes
Turquoises,1.0,196.137570999057,54204.42397936861,Social,65.379190333019,Yes,829.077627044171,No,Female,After_16:00,0.414344405289739,0.333082458470017,471.884650411084,6.05088675161824,46.1816842900589,,3521.0,46.1312184343114,848.2925406248739,9987.36135169146,104256.317778375,Yes,687369.711665194,29.1254620671479,670.845661540782,89.19540948700158,4349.81771893414,70.0,Below_30,6.0,1331.12311162842,13.0,Motorcycle_or_truck,Public_Sector,969.504124723243,2.0,No
Purples,1.0,273.751499445249,36229.7316774742,Environment,91.25049981508292,No,397.03598063454905,Yes,Female,By_16:00,0.9733243335504079,0.794387177098542,89.06594081781799,6.76089135697111,72.20315330196169,5.53,4470.0,60.0453567225486,356.66907052446,4683.69794739441,47812.4554249255,No,157637.569918438,18.8856842747214,182.066394983283,7.5467995367944205,8427.904216317529,90.0,45_and_up,1.0,633.082242235064,13.0,Public_or_other,Student_or_Unemployed,544.7529613991901,0.0,No
Purples,3.0,800.332209791818,96778.3711590795,Healthcare,266.777403263939,Yes,362.76824789141097,Yes,Male,After_16:00,0.812458283500746,0.0597873486112803,114.66935533098899,6.019055035430941,15.4550782637671,1.557,8443.0,80.5704902857542,410.10860478990503,4447.899688493921,50987.0378024351,No,131600.801678204,20.2511383578777,165.551164547441,53.82256635930389,71446.96029551441,80.0,Below_30,3.0,666.489551819376,14.0,Car,Student_or_Unemployed,522.2299654386401,1.0,No
Yellows,2.0,1325.3500437586301,107811.21483145401,Healthcare,441.783347919543,No,244.03639326643102,Yes,Female,After_16:00,0.100615184055641,0.985554470680654,375.61254785396204,6.14459042670205,43.370411475189,10.907,3093.0,62.321556662209304,360.02784132054705,3160.41961530541,42090.7899653841,Maybe,59553.7612384884,18.9743996300422,309.254939324588,59.5186311053112,195624.30984691897,80.0,30-45,0.0,547.123130737113,10.0,Car,Student_or_Unemployed,397.38886844395597,0.0,No
Browns,1.0,424.89740740887396,73193.40707875599,Education,141.632469136291,Yes,516.784092836246,No,Female,After_16:00,0.435756490100175,0.68957604910247,986.1219688318671,9.89417903125286,68.9616160467267,,3727.0,6.980395875871179,452.464914341812,6072.77075704609,55890.2544221607,Yes,267065.798608582,21.271222680932397,56.6073637012115,46.2094326037914,20211.3887827788,100.0,Below_30,3.0,696.021434291246,10.0,Car,Public_Sector,474.249204199983,1.0,Yes
Reds,4.0,352.464557599814,77771.8741011589,Foreign_Affairs,117.488185866605,Yes,661.954847012964,No,Male,After_16:00,0.39246444636955896,0.31794537510722903,167.235379340127,7.66775777796283,1.8290139967575703,6.787999999999999,5212.0,96.9333790242672,445.91053847512,7511.369547079879,59062.6666203974,Yes,438184.219483956,21.1165939127294,172.977186724968,50.2078842604533,13930.9620040924,40.0,30-45,2.0,731.353907223848,10.0,Car,Services_or_Retail,527.677875789886,1.0,Yes
Greys,7.0,196.950457746005,39289.5380264091,Foreign_Affairs,65.65015258200171,Yes,598.468342892785,No,Male,After_16:00,0.16438984475098598,0.916876828065142,637.934043072164,,81.6941187018529,7.44,4560.0,6.82674136478454,642.983096884131,7270.64962269611,72080.6924947123,No,358164.357444836,25.357111367112196,179.31295249819303,40.8171372953802,4385.59268662211,40.0,30-45,4.0,866.09864137205,7.0,Public_or_other,Services_or_Retail,455.134039774108,0.0,No
Purples,4.0,140.530158036063,18527.9394295645,Education,46.8433860120209,Yes,,Yes,,After_16:00,0.5976266101934019,0.568098111078143,551.39398179017,9.152208769228311,44.205871527083204,4.6160000000000005,5384.0,67.1612415462732,437.555909733008,4830.4064740432705,53348.083525900896,No,156443.558045274,20.9178371189042,121.821186350726,40.279663354158394,2251.14619908321,100.0,45_and_up,3.0,685.9534790985,16.0,Public_or_other,Student_or_Unemployed,505.20042758604103,0.0,Yes
Turquoises,3.0,346.123413776368,55175.44573797139,Environment,115.374471258789,Yes,478.22924028150703,Yes,Male,By_16:00,0.636651868466288,0.422382680466399,418.377402005717,6.519982705358419,78.070797608234,12.311,3689.0,56.649084878154106,229.196525143876,5240.685453102829,27136.1678031431,Maybe,228703.206260228,15.139237931411099,543.6029516932621,46.451934077777004,13436.643089504,90.0,Below_30,3.0,268.67694245867,15.0,Car,Industry_or_other,29.154291602062504,0.0,No
Greens,4.0,250.744175037124,23466.524063559904,Financial,83.5813916790414,Yes,280.762542859697,Yes,Female,,0.506772504653782,0.789755777688697,242.40216123871497,8.748510112054651,48.2559562660754,4.735,5265.0,96.1938031949103,550.1111607398599,3907.84775007668,63632.9959372132,Yes,78827.6054730429,23.454448634318,267.964896808775,32.620273437350995,7079.43042668437,60.0,Below_30,4.0,846.027165243355,10.0,Motorcycle_or_truck,Student_or_Unemployed,645.701732583024,1.0,No
Pinks,10.0,266.191215489787,23589.1797230916,Healthcare,88.73040516326219,Yes,265.852271041567,Yes,Male,By_16:00,0.00182744208723307,0.36761019867844896,373.64669749513297,4.8495713528245705,27.077234233729502,5.606,4394.0,13.560685608536,398.510548827238,3455.54380807015,46643.6424793243,Maybe,70677.4300179588,19.962728992480898,260.98018105312,2.92034249287099,7971.81520559994,80.0,30-45,3.0,607.925372471249,9.0,Foot_or_bicycle,Student_or_Unemployed,445.361302845155,1.0,
Whites,4.0,561.056679999828,95359.3499819452,Healthcare,187.018893333276,Yes,509.891531718191,No,Female,By_16:00,0.547599504003301,0.7154904217459258,145.175279816613,2.29719307040796,71.8384719453752,1.604,8396.0,67.2577200923115,453.42608279392,6005.76748276975,56418.725010283204,Yes,259989.374117923,21.2938038591962,47.623709257624206,16.9557168381289,35173.0853569366,80.0,Below_30,3.0,708.5613743724409,9.0,Foot_or_bicycle,Public_Sector,498.97749337218903,0.0,Yes
Turquoises,3.0,525.020239421664,,Environment,175.00674647388803,Yes,692.803018959239,No,Female,After_16:00,0.325332438340411,0.680536550469697,778.122171992436,9.149165027774869,29.550820193253497,6.766,9234.0,24.746376648545297,817.0668150593671,8562.16381971113,96386.160711403,Yes,479976.02307903604,28.584380613533803,501.04277455357595,57.580452715046704,30812.3680578496,90.0,Below_30,0.0,1222.9700916308,14.0,Foot_or_bicycle,Hightech,836.659312362896,0.0,No
Whites,,312.603355634814,56099.368897520304,Education,104.201118544938,Yes,538.375880037477,No,Male,After_16:00,0.434733858332038,0.8170774923637509,379.63946908712404,0.883455043658614,34.9370308220387,4.673,5327.0,25.844897562637897,500.89769653589303,,61353.3448986374,Yes,289848.588206127,22.3807438780728,47.1354295580019,46.5392019134015,10972.0742245611,100.0,Below_30,2.0,768.322454345375,11.0,Motorcycle_or_truck,Industry_or_other,527.353878918647,0.0,Yes
Yellows,8.0,873.693036094011,71579.2255348247,Environment,291.231012031337,No,245.781604903816,Yes,Male,By_16:00,0.0842007084283978,0.6652341124136,248.483943752944,3.32739787641913,91.46036454476419,8.84,5160.0,4.40904486458749,320.89657181195497,3099.6091926620697,38826.3330101297,Maybe,60408.597309095705,17.9135862353677,329.764543119982,67.86927327048029,85116.7333808281,90.0,45_and_up,1.0,508.52246603002,12.0,Motorcycle_or_truck,Industry_or_other,390.274781817758,1.0,No
Whites,9.0,116.042004374239,10557.377401088901,,38.6806681247463,No,272.93679020850897,Yes,Female,By_16:00,0.313208936480805,0.572861693333834,806.833031354472,6.96525485021994,45.56682924740021,2.247,7753.0,65.56568327359861,304.226031061973,3337.81996420904,40499.8836573353,Yes,74494.4914493237,17.4420764549974,299.810027821062,45.074111176654704,1544.87475470151,90.0,45_and_up,2.0,551.572666516469,9.0,Car,Hightech,500.95111907968396,1.0,Yes
Blues,3.0,1678.33918387776,130235.62283117801,Healthcare,559.4463946259191,Yes,232.793747680262,Yes,Male,By_16:00,0.9254018138162791,0.016249600565061,536.9585694279519,0.6835099868476391,66.4132128003985,9.36,4640.0,54.7008988680318,263.70796700939496,2855.35341082141,42177.5242055301,Yes,54192.928959021396,16.2390876286014,432.447781929383,80.1958253607154,313549.71485456603,80.0,Below_30,1.0,632.864221907221,12.0,Motorcycle_or_truck,Hightech,744.495353661478,1.0,No
Turquoises,9.0,36.076707309179795,3373.5307542107003,Social,12.0255691030599,Yes,280.529821524397,Yes,Male,After_16:00,0.10501257702708197,0.564875326352194,414.76745065301697,6.7009600601159,69.4983928464353,7.627000000000001,8373.0,,256.940010022688,3319.1782352893397,26674.1562676463,Maybe,78696.9807645098,16.0293483966969,549.542374764951,31.428582104854303,166.63988135553,70.0,Below_30,0.0,288.645697692784,13.0,Motorcycle_or_truck,Services_or_Retail,58.6934130398487,0.0,Yes
Khakis,5.0,120.90121646251,7037.1134627065,Education,40.3004054875033,No,174.616443124589,Yes,Female,After_16:00,0.0453393172938377,0.43457463476806896,718.04081229493,1.7377053014934098,58.351770718582,9.427999999999999,6572.0,74.05044413171709,361.98494723066705,2470.13432570722,37489.7828506846,Yes,30490.9022094829,19.025902008332398,437.681379011976,32.2686693398282,1674.42308794469,100.0,45_and_up,3.0,464.172173757304,15.0,Motorcycle_or_truck,Public_Sector,,1.0,Yes
Purples,4.0,992.550372237822,126631.364045232,Environment,330.850124079274,No,382.745402915097,Yes,Female,By_16:00,0.288990980247036,0.9558327391278,431.26984569244104,1.75415326608345,79.1033148067072,1.617,8383.0,77.38035637885329,363.716072353049,4554.88617385707,47679.263916813,Maybe,146494.04345264,19.0713416505774,181.51478031744801,,109802.65472735,90.0,Below_30,0.0,628.125663648656,12.0,Foot_or_bicycle,Industry_or_other,525.013316478804,1.0,No
Reds,3.0,287.851237207757,57446.4809521517,Foreign_Affairs,95.9504124025856,Yes,598.710099453451,No,Male,After_16:00,0.8826810296159241,0.067648276919499,708.338270895183,1.4269053097814302,47.698754677549,4.026,7974.0,54.681148496456395,457.14015226095,6901.38129905641,58965.197394338895,Yes,358453.783187561,21.3808360982668,112.024640917978,82.69657460041341,9312.43205262883,40.0,30-45,3.0,736.86048443138,6.0,Public_or_other,Student_or_Unemployed,531.1266749023599,0.0,No
Browns,6.0,382.662404956678,42620.1196034793,Social,127.554134985559,Yes,334.133578721728,Yes,Male,By_16:00,0.41454862384125607,0.5167835000902411,250.42059947736598,9.41087110666558,65.64282134640959,2.404,7596.0,49.395052017644,366.06791542839,4073.47161807406,44086.1425115259,No,111645.248429389,19.1329013855293,236.96683037773101,70.5035560531542,16407.6114868998,70.0,30-45,1.0,561.144882605231,7.0,Foot_or_bicycle,Public_Sector,396.540801695013,0.0,Yes
Khakis,,854.821771065634,253611.794078736,Education,284.940590355211,Yes,890.05147972277,No,Female,By_16:00,0.5885305083356801,0.9161356701515609,135.771932313219,7.42612176109105,58.011439675465205,10.382,5618.0,81.2562840990722,829.639167408459,10559.7931320446,102198.37421109,No,792191.636556693,28.803457559960698,648.595213345702,22.4968960974365,81486.0806223316,100.0,30-45,3.0,1285.60139131655,16.0,Foot_or_bicycle,Public_Sector,899.841985353329,0.0,Yes
Khakis,10.0,229.199235834618,45215.1014759505,Environment,76.3997452782061,Yes,591.822673116275,No,Female,After_16:00,0.3525586400646721,0.8500108439475301,641.720374347642,8.894284095149489,2.3122180718928598,6.853,9147.0,10.7961859088391,504.418614436872,6927.0639600365,66169.2272755363,Maybe,350254.07641449396,22.4592656700274,206.57189765999698,47.9344482533634,5923.32082385298,90.0,45_and_up,3.0,855.653643731113,12.0,Car,Public_Sector,684.9892468526,0.0,Yes
Turquoises,1.0,124.950383198781,27033.7705633202,Social,41.6501277329272,No,649.068130995147,No,Male,After_16:00,0.8099330577533691,0.0240038065239787,40.938073536381104,8.404291344340889,4.70630042254925,8.76,7240.0,21.0622433805838,680.127780694532,7850.93687134053,85088.2385800846,No,421289.438673533,26.0792595886948,424.311822268003,82.2195167886093,1786.38326790207,70.0,Below_30,3.0,1104.06220480295,9.0,Foot_or_bicycle,Student_or_Unemployed,854.080778156722,0.0,No
Blues,3.0,1239.68567632444,264647.541973767,Social,413.228558774813,Yes,640.4386539943521,No,Male,After_16:00,0.9201884600333871,0.304619941394776,553.867559647188,4.18140496592969,15.909475018270301,9.017999999999999,4982.0,61.89453066326679,198.947141878307,6802.280823700129,43271.4229123667,Maybe,410161.66953009705,14.104862348789801,396.251802721129,2.5513425469398503,171181.070345884,70.0,30-45,0.0,601.100520137697,9.0,Car,Student_or_Unemployed,716.008454095572,0.0,Yes
Greys,8.0,200.355686175514,31208.4940016228,Military,66.7852287251713,Yes,467.29635575629004,Yes,Female,By_16:00,0.138145894976333,0.43682320439256705,210.809698561206,1.95693514775485,18.5719749657437,3.772,8228.0,89.5816383184865,560.840210150992,5794.643977864879,61513.144819688096,No,218365.88410310898,23.682065158068298,139.898087956727,54.975407989695704,4537.05200459861,30.0,45_and_up,0.0,740.657345575692,7.0,Car,Student_or_Unemployed,378.343041728341,0.0,No
Khakis,2.0,169.011591074152,11259.1210244455,Education,56.337197024717206,Yes,199.852346567858,Yes,Male,,0.6323873370420191,0.8237240987364199,803.6715241614729,0.712346492800862,39.6267430856824,9.602,6398.0,7.410020986571911,460.575788398273,2919.67504247513,41756.6132223412,No,39940.960428679304,21.4610295279204,529.3253725115239,80.601011775434,3240.21696562653,100.0,Below_30,3.0,467.39605853753,13.0,Foot_or_bicycle,Services_or_Retail,65.7852286445965,0.0,No
Whites,4.0,229.264449480715,20525.020119149198,Social,76.4214831602382,Yes,268.57657389497297,Yes,Male,By_16:00,0.117869317764416,0.538193874293938,501.473435433581,6.592798081692309,,5.597,,68.80071721971039,272.38445335240004,3230.53464565453,38024.6658126076,No,72133.3760451621,16.5040738410975,324.683016506606,27.216818532906498,5926.664571570811,70.0,30-45,2.0,525.658182541463,8.0,Car,Services_or_Retail,507.30903426961,3.0,No
Browns,3.0,490.719287200316,46407.240629589105,Financial,163.573095733439,Yes,283.709496488439,Yes,Male,After_16:00,0.575485513778403,0.27258683904074105,330.11000766418897,6.94056122098118,74.0299878176302,0.6890000000000001,9311.0,50.6742759607732,351.006680105432,3539.10832509526,,Maybe,80491.0783977237,18.735172273172,294.365651569913,97.70880332216619,26929.7307435541,60.0,Below_30,2.0,527.811659627347,5.0,Car,Public_Sector,367.06939576722704,0.0,Yes
Khakis,1.0,199.698986421115,65891.1139015156,Healthcare,66.5663288070383,No,989.856509775686,No,Male,After_16:00,0.6508176727220419,0.9340657566208391,293.071008753031,7.785819175187499,53.364526713267004,7.659,8341.0,27.236869512125804,966.232641367242,11831.030380491298,116877.24287863699,Yes,979815.909945303,31.084282867186104,834.64148546057,78.1288088532165,4507.64245965377,80.0,30-45,4.0,1463.1835261009398,,Car,Public_Sector,989.1769957857131,1.0,No
Purples,7.0,397.48969044339,59876.6978142887,Healthcare,132.49656348113,Yes,451.911326913896,Yes,Male,By_16:00,0.960345990024507,0.674490353325382,476.271793711931,5.89294919511303,51.49210044182839,5.642,4358.0,35.5604780837893,459.75859715468806,5438.6304634483395,58153.662919209295,Maybe,204223.847393078,21.441982118141198,114.027359695434,98.4696849016473,17697.8358977902,80.0,30-45,1.0,756.5930568544791,,Car,Student_or_Unemployed,595.2383734477401,0.0,No
Purples,4.0,212.448333696571,35655.7963239778,Education,70.8161112321903,No,503.498366453226,No,Male,After_16:00,0.8832996739074591,0.7215362354181708,204.49408190324903,5.2126742037944505,80.22747952491041,1.8259999999999998,8174.0,99.98373454436658,499.15980970939,6033.30328395104,58860.109051248895,No,253510.605021067,22.341884649898898,49.355134996027004,30.8897199109197,5095.73772128214,100.0,30-45,4.0,724.9817533140531,15.0,Public_or_other,Industry_or_other,450.77617586056,1.0,No
